id,category_id,title,content,display_order,created_at,updated_at,test_id
92,1,Trạng ngữ (Adverbial),"
# Trạng ngữ (Adverbial)

## 1. Khái niệm

Adverbial (A) là trạng ngữ, cung cấp thêm thông tin về:

- thời gian
- địa điểm
- cách thức
- tần suất
- nguyên nhân

## 2. Trạng ngữ thời gian

The manager arrived yesterday.

yesterday = thời gian

## 3. Trạng ngữ địa điểm

She works in the office.

in the office = địa điểm

## 4. Trạng ngữ cách thức

He works carefully.

carefully = cách thức

## 5. Trạng ngữ có thể đứng ở nhiều vị trí

Yesterday, the manager arrived.

The manager arrived yesterday.

## 6. Mẹo TOEIC

Trạng ngữ thường có thể được di chuyển hoặc loại bỏ mà câu vẫn giữ được cấu trúc chính.

Ví dụ:

The manager works.

The manager works in the office.

",6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
94,1,Cấu trúc S + V + O,"
# Cấu trúc S + V + O

## 1. Công thức

S + V + O

S = Subject
V = Verb
O = Object

## 2. Ví dụ

She reads the report.

She = S
reads = V
the report = O

The manager checks the documents.

The manager = S
checks = V
the documents = O

## 3. Đặc điểm

Động từ trong cấu trúc này thường là ngoại động từ, cần có Object để hoàn chỉnh ý nghĩa.

## 4. Mẹo TOEIC

Nếu sau động từ cần một đối tượng chịu tác động, hãy kiểm tra cấu trúc S + V + O.

",8,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
95,1,Cấu trúc S + V + C,"
# Cấu trúc S + V + C

## 1. Công thức

S + V + C

C = Complement

## 2. Ví dụ

She is a manager.

She = S
is = V
a manager = C

The office is large.

The office = S
is = V
large = C

## 3. Động từ thường gặp

Cấu trúc này thường xuất hiện với linking verbs:

- be
- become
- seem
- look
- feel
- sound

Ví dụ:

The plan seems effective.

## 4. Phân biệt

S + V + O:

She reads a report.

S + V + C:

She is a manager.

",9,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
96,1,Cấu trúc S + V + O + O,"
# Cấu trúc S + V + O + O

## 1. Công thức

S + V + O + O

Có hai tân ngữ:

- Indirect Object (IO): tân ngữ gián tiếp
- Direct Object (DO): tân ngữ trực tiếp

## 2. Ví dụ

She gave me a report.

She = S
gave = V
me = IO
a report = DO

## 3. Một số động từ thường gặp

- give
- send
- show
- tell
- offer
- lend
- buy

Ví dụ:

The manager sent me an email.

## 4. Cách hiểu

Người nhận = tân ngữ gián tiếp.

Vật được trao/gửi = tân ngữ trực tiếp.

",10,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
97,1,Cấu trúc S + V + O + C,"
# Cấu trúc S + V + O + C

## 1. Công thức

S + V + O + C

C = bổ ngữ cho Object.

## 2. Ví dụ

They elected him president.

They = S
elected = V
him = O
president = C

## 3. Một số động từ thường gặp

- make
- call
- name
- elect
- consider
- find

Ví dụ:

The company appointed John manager.

John = Object
manager = Complement

## 4. Phân biệt với S + V + O + O

S + V + O + O:

She gave me a book.

""me"" và ""a book"" đều là Object.

S + V + O + C:

They made him manager.

""him"" = Object
""manager"" = Complement.

",11,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
98,1,Câu khẳng định,"
# Câu khẳng định

## 1. Khái niệm

Câu khẳng định dùng để đưa ra một thông tin hoặc khẳng định một sự việc.

## 2. Cấu trúc cơ bản

S + V + ...

Ví dụ:

She works at the company.

The manager checks the report.

## 3. Với động từ TO BE

S + be + ...

Ví dụ:

She is a manager.

They are busy.

## 4. Với động từ thường

S + V + ...

Ví dụ:

He works every day.

She studies English.

## 5. Mẹo TOEIC

Hãy xác định chủ ngữ và động từ trước, sau đó mới xác định các thành phần còn lại.

",12,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
99,1,Câu phủ định,"
# Câu phủ định

## 1. Với động từ TO BE

S + be + not + ...

Ví dụ:

She is not busy.

They are not ready.

## 2. Với động từ thường

S + do/does + not + V nguyên mẫu

Ví dụ:

She does not work here.

They do not work here.

## 3. Với quá khứ đơn

S + did not + V nguyên mẫu

Ví dụ:

He did not attend the meeting.

## 4. Lưu ý

Sau do, does hoặc did, động từ chính phải trở về dạng nguyên mẫu.

Sai:

She does not works here.

Đúng:

She does not work here.

## 5. Mẹo TOEIC

Đây là một bẫy thường gặp trong câu hỏi ngữ pháp: sau does/did không chia động từ chính.

",13,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
100,1,Câu nghi vấn,"
# Câu nghi vấn

## 1. Câu hỏi Yes/No

Với TO BE:

Be + S + ...?

Ví dụ:

Is she a manager?

Are they ready?

Với động từ thường:

Do/Does + S + V...?

Ví dụ:

Does she work here?

Do they need help?

## 2. Câu hỏi WH

Từ hỏi thường gặp:

- What
- Where
- When
- Why
- Who
- How

Ví dụ:

Where does she work?

When does the meeting start?

## 3. Lưu ý

Sau do/does/did, động từ chính dùng dạng nguyên mẫu.

Does he works here? ❌

Does he work here? ✅

## 4. Mẹo TOEIC

Khi gặp câu hỏi, xác định:

1. Từ để hỏi
2. Trợ động từ
3. Chủ ngữ
4. Động từ chính

",14,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
101,1,Câu mệnh lệnh,"
# Câu mệnh lệnh

## 1. Khái niệm

Câu mệnh lệnh dùng để yêu cầu, hướng dẫn hoặc ra lệnh cho người khác thực hiện một hành động.

## 2. Công thức

V nguyên mẫu + ...

Ví dụ:

Open the door.

Close the window.

Check the report.

## 3. Câu mệnh lệnh phủ định

Do not + V nguyên mẫu

Ví dụ:

Do not open the door.

Don't forget the meeting.

## 4. Mệnh lệnh lịch sự

Please + V nguyên mẫu.

Ví dụ:

Please send the report.

Please check this document.

## 5. Mẹo TOEIC

Câu mệnh lệnh thường không có chủ ngữ được viết ra. Chủ ngữ ngầm hiểu là ""you"".

",15,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
113,3,Danh từ số ít,"
# Danh từ số ít

## 1. Khái niệm

Danh từ số ít (Singular Noun) dùng để chỉ một người, một vật hoặc một sự việc.

Ví dụ:

- employee
- manager
- company
- office
- report

## 2. Với danh từ đếm được

Danh từ đếm được số ít thường cần một từ hạn định đi trước.

Ví dụ:

a manager

an employee

the company

my office

## 3. A và AN

Dùng ""a"" trước âm phụ âm:

a manager

a company

Dùng ""an"" trước âm nguyên âm:

an employee

an office

## 4. Ví dụ

The manager is busy.

A customer called the office.

## 5. Mẹo TOEIC

Không nên để danh từ đếm được số ít đứng một mình trong những trường hợp cần từ hạn định.

Ví dụ:

I am manager. ❌

I am a manager. ✅

",2,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
135,5,Động từ Have,"
# Động từ Have

## 1. Khái niệm

Have là động từ thường dùng để diễn tả:

- sở hữu
- có
- trải nghiệm
- thực hiện một số hoạt động

Các dạng thường gặp:

- have
- has
- had

## 2. Have ở hiện tại

Dùng **have** với:

- I
- you
- we
- they

Ví dụ:

They have a meeting.

Dùng **has** với:

- he
- she
- it

Ví dụ:

She has a new computer.

## 3. Have ở quá khứ

Had được dùng với mọi chủ ngữ.

Ví dụ:

She had a meeting yesterday.

They had a problem.

## 4. Have mang nghĩa sở hữu

Ví dụ:

The company has three offices.

She has a new laptop.

## 5. Phủ định

Với have là động từ thường, dùng do/does/did.

Ví dụ:

I do not have enough time.

She does not have a car.

They did not have a meeting.

## 6. Lưu ý

Sau does/did, dùng have nguyên mẫu.

She doesn't has a car. ❌

She doesn't have a car. ✅
",4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
102,2,Tổng quan về từ loại,"
# Tổng quan về từ loại

## 1. Từ loại là gì?

Từ loại (Parts of Speech) là cách phân loại các từ dựa trên chức năng và cách sử dụng của chúng trong câu.

Trong tiếng Anh cơ bản, các từ loại quan trọng gồm:

- Noun (N): Danh từ
- Verb (V): Động từ
- Adjective (Adj): Tính từ
- Adverb (Adv): Trạng từ
- Pronoun (Pron): Đại từ
- Preposition (Prep): Giới từ
- Conjunction (Conj): Liên từ

## 2. Danh từ – Noun

Danh từ dùng để chỉ người, vật, địa điểm hoặc sự việc.

Ví dụ:

The manager works here.

""manager"" = Noun

## 3. Động từ – Verb

Động từ diễn tả hành động hoặc trạng thái.

Ví dụ:

She works every day.

""works"" = Verb

## 4. Tính từ – Adjective

Tính từ mô tả danh từ.

Ví dụ:

The office is large.

""large"" = Adjective

## 5. Trạng từ – Adverb

Trạng từ bổ nghĩa cho động từ, tính từ hoặc trạng từ khác.

Ví dụ:

She works carefully.

""carefully"" = Adverb

## 6. Đại từ – Pronoun

Đại từ được dùng thay thế cho danh từ.

Ví dụ:

John is a manager. He works here.

""He"" = Pronoun

## 7. Giới từ – Preposition

Giới từ thể hiện mối quan hệ giữa các thành phần trong câu.

Ví dụ:

She works in the office.

""in"" = Preposition

## 8. Liên từ – Conjunction

Liên từ dùng để nối các từ, cụm từ hoặc mệnh đề.

Ví dụ:

She works hard and studies English.

""and"" = Conjunction

## 9. Mẹo TOEIC

Trong Part 5, việc nhận biết từ loại rất quan trọng.

Nếu chỗ trống nằm trước danh từ, có thể cần một tính từ.

Nếu chỗ trống đứng sau chủ ngữ và cần hành động, có thể cần động từ.

Nếu chỗ trống bổ nghĩa cho động từ, có thể cần trạng từ.

",1,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
104,2,Động từ (Verb),"
# Động từ (Verb)

## 1. Khái niệm

Verb (V) là động từ, dùng để diễn tả:

- hành động
- trạng thái
- sự tồn tại

Ví dụ:

work
study
send
receive
be
have

## 2. Động từ hành động

Ví dụ:

The employee sends an email.

""sends"" = Verb

## 3. Động từ trạng thái

Ví dụ:

She knows the answer.

""knows"" = Verb

## 4. Động từ TO BE

Các dạng cơ bản:

- am
- is
- are
- was
- were

Ví dụ:

The office is large.

""is"" = Verb

## 5. Động từ trong câu

Một câu hoàn chỉnh thường cần một động từ chính.

Ví dụ:

The manager works here.

The manager = Subject
works = Verb

## 6. Mẹo TOEIC

Nếu câu đã có chủ ngữ nhưng chưa có động từ chính, hãy kiểm tra các đáp án có dạng động từ.

",3,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
105,2,Tính từ (Adjective),"
# Tính từ (Adjective)

## 1. Khái niệm

Adjective (Adj) là tính từ, dùng để mô tả hoặc bổ nghĩa cho danh từ.

Ví dụ:

a large office

""large"" = Adjective
""office"" = Noun

## 2. Tính từ đứng trước danh từ

Cấu trúc:

Adjective + Noun

Ví dụ:

a new employee

a successful company

an important meeting

## 3. Tính từ sau TO BE

Tính từ có thể đứng sau động từ TO BE để mô tả chủ ngữ.

Ví dụ:

The office is large.

The employees are busy.

## 4. Tính từ sau linking verbs

Một số linking verbs thường gặp:

- become
- seem
- look
- feel
- sound

Ví dụ:

The plan seems effective.

## 5. Mẹo TOEIC

Khi chỗ trống đứng ngay trước một danh từ, hãy kiểm tra khả năng cần Adjective.

Ví dụ:

The company hired a ___ manager.

A. success
B. successfully
C. successful
D. succeed

Đáp án: C. successful

",4,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
106,2,Trạng từ (Adverb),"
# Trạng từ (Adverb)

## 1. Khái niệm

Adverb (Adv) là trạng từ, dùng để bổ nghĩa cho:

- động từ
- tính từ
- trạng từ khác
- đôi khi toàn bộ câu

Ví dụ:

She works carefully.

""carefully"" = Adverb

## 2. Trạng từ bổ nghĩa cho động từ

Ví dụ:

He works carefully.

carefully bổ nghĩa cho works.

## 3. Trạng từ bổ nghĩa cho tính từ

Ví dụ:

The office is very large.

""very"" bổ nghĩa cho ""large"".

## 4. Trạng từ chỉ cách thức

Các trạng từ như:

- carefully
- quickly
- slowly
- efficiently

Ví dụ:

She completed the task quickly.

## 5. Dấu hiệu nhận biết

Nhiều trạng từ được thành lập bằng:

Adjective + ly

Ví dụ:

careful → carefully

quick → quickly

efficient → efficiently

Tuy nhiên, không phải mọi trạng từ đều có đuôi -ly.

## 6. Mẹo TOEIC

Nếu chỗ trống dùng để bổ nghĩa cho động từ, hãy kiểm tra khả năng cần trạng từ.

",5,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
107,2,Đại từ (Pronoun),"
# Đại từ (Pronoun)

## 1. Khái niệm

Pronoun (Pron) là đại từ, dùng để thay thế cho danh từ hoặc cụm danh từ.

Ví dụ:

John is a manager. He works here.

""He"" thay thế cho ""John"".

## 2. Đại từ nhân xưng

Một số đại từ thường gặp:

- I
- you
- he
- she
- it
- we
- they

Ví dụ:

She works at the company.

## 3. Đại từ làm chủ ngữ

Ví dụ:

He works here.

""They"" are employees.

## 4. Đại từ làm tân ngữ

Một số dạng:

- me
- you
- him
- her
- it
- us
- them

Ví dụ:

The manager called me.

""me"" = Object Pronoun

## 5. Đại từ sở hữu

Ví dụ:

This book is mine.

""mine"" = Possessive Pronoun

## 6. Mẹo TOEIC

Khi chỗ trống nằm ở vị trí chủ ngữ hoặc tân ngữ, hãy kiểm tra xem có cần đại từ hay không.

",6,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
108,2,Giới từ (Preposition),"
# Giới từ (Preposition)

## 1. Khái niệm

Preposition (Prep) là giới từ, dùng để thể hiện mối quan hệ giữa các từ hoặc cụm từ trong câu.

Một số giới từ cơ bản:

- in
- on
- at
- from
- to
- for
- with
- by
- about
- of

## 2. Giới từ chỉ thời gian

Ví dụ:

The meeting starts at 9 a.m.

She works on Monday.

He arrived in June.

## 3. Giới từ chỉ địa điểm

Ví dụ:

She works in the office.

The report is on the desk.

He is at the station.

## 4. Giới từ đi với danh từ

Ví dụ:

information about the company

the manager of the department

## 5. Giới từ đi với đại từ

Ví dụ:

This gift is for him.

She works with them.

## 6. Mẹo TOEIC

Nhiều câu TOEIC kiểm tra việc chọn đúng giới từ trong các cụm từ cố định.

Không nên chỉ dịch từng từ; cần xem xét cả cụm từ.

",7,2026-08-08 18:01:10.540921,2026-08-08 18:01:10.540921,
